dt,AverageTemperature,AverageTemperatureUncertainty,State,Country,id
1844-05-01,19.031,1.727,Anhui,China,CN.AH
1844-06-01,23.836,1.822,Anhui,China,CN.AH
1844-07-01,26.6,2.232,Anhui,China,CN.AH
1844-08-01,26.519,1.714,Anhui,China,CN.AH
1844-09-01,21.379,1.614,Anhui,China,CN.AH
1844-10-01,16.256,1.5930000000000002,Anhui,China,CN.AH
1844-11-01,10.049,2.32,Anhui,China,CN.AH
1844-12-01,3.2010000000000005,1.6880000000000002,Anhui,China,CN.AH
1845-01-01,2.611,1.831,Anhui,China,CN.AH
1845-02-01,3.841,3.29,Anhui,China,CN.AH
1845-03-01,9.021,1.503,Anhui,China,CN.AH
1845-04-01,14.493,1.585,Anhui,China,CN.AH
1845-05-01,20.472,1.4580000000000002,Anhui,China,CN.AH
1845-06-01,25.413,1.81,Anhui,China,CN.AH
1845-07-01,27.418000000000003,1.727,Anhui,China,CN.AH
1845-08-01,25.981,1.5,Anhui,China,CN.AH
1845-09-01,21.501,1.4069999999999998,Anhui,China,CN.AH
1845-10-01,15.233,1.368,Anhui,China,CN.AH
1845-11-01,9.326999999999998,1.383,Anhui,China,CN.AH
1845-12-01,1.3950000000000005,1.713,Anhui,China,CN.AH
1846-01-01,2.053,2.258,Anhui,China,CN.AH
1846-02-01,4.95,2.955,Anhui,China,CN.AH
1846-03-01,9.075,2.154,Anhui,China,CN.AH
1846-04-01,14.111,1.405,Anhui,China,CN.AH
1846-05-01,18.636,1.5219999999999998,Anhui,China,CN.AH
1846-06-01,24.967,1.669,Anhui,China,CN.AH
1846-07-01,27.95,1.484,Anhui,China,CN.AH
1846-08-01,27.224,1.29,Anhui,China,CN.AH
1846-09-01,22.838,1.3630000000000002,Anhui,China,CN.AH
1846-10-01,16.085,1.405,Anhui,China,CN.AH
1846-11-01,9.143,1.39,Anhui,China,CN.AH
1846-12-01,5.672999999999999,2.061,Anhui,China,CN.AH
1847-01-01,2.267,4.044,Anhui,China,CN.AH
1847-02-01,3.256,1.692,Anhui,China,CN.AH
1847-03-01,8.886000000000001,3.335,Anhui,China,CN.AH
1847-04-01,15.57,1.102,Anhui,China,CN.AH
1847-05-01,19.473,1.0659999999999998,Anhui,China,CN.AH
1847-06-01,23.587,1.602,Anhui,China,CN.AH
1847-07-01,28.014,1.824,Anhui,China,CN.AH
1847-08-01,26.141,1.824,Anhui,China,CN.AH
1847-09-01,22.456,1.047,Anhui,China,CN.AH
1847-10-01,15.686,1.015,Anhui,China,CN.AH
1847-11-01,11.566,1.525,Anhui,China,CN.AH
1847-12-01,4.184,2.307,Anhui,China,CN.AH
1848-01-01,0.6099999999999999,1.768,Anhui,China,CN.AH
1848-02-01,3.628,2.507,Anhui,China,CN.AH
1848-03-01,8.767999999999999,1.233,Anhui,China,CN.AH
1848-04-01,13.698,2.354,Anhui,China,CN.AH
1848-05-01,20.602,1.289,Anhui,China,CN.AH
1848-06-01,23.694000000000003,1.4680000000000002,Anhui,China,CN.AH
1848-07-01,27.106,2.436,Anhui,China,CN.AH
1848-08-01,25.352,1.444,Anhui,China,CN.AH
1848-09-01,21.674,1.244,Anhui,China,CN.AH
1848-10-01,15.563,1.266,Anhui,China,CN.AH
1848-11-01,8.197999999999999,2.02,Anhui,China,CN.AH
1848-12-01,4.683000000000002,1.293,Anhui,China,CN.AH
1849-01-01,2.1590000000000003,1.127,Anhui,China,CN.AH
1849-02-01,5.874,1.622,Anhui,China,CN.AH
1849-03-01,9.316,1.9,Anhui,China,CN.AH
1849-04-01,13.205000000000002,2.053,Anhui,China,CN.AH
1849-05-01,19.177,1.319,Anhui,China,CN.AH
1849-06-01,23.664,1.55,Anhui,China,CN.AH
1849-07-01,26.334,1.67,Anhui,China,CN.AH
1849-08-01,26.718000000000004,1.109,Anhui,China,CN.AH
1849-09-01,22.223000000000003,1.371,Anhui,China,CN.AH
1849-10-01,15.547999999999998,1.804,Anhui,China,CN.AH
1849-11-01,9.138,2.326,Anhui,China,CN.AH
1849-12-01,3.8530000000000006,1.6230000000000002,Anhui,China,CN.AH
1850-01-01,1.597,1.433,Anhui,China,CN.AH
1850-02-01,3.658,1.936,Anhui,China,CN.AH
1850-03-01,9.392,2.254,Anhui,China,CN.AH
1850-04-01,13.18,2.315,Anhui,China,CN.AH
1850-05-01,20.249,2.323,Anhui,China,CN.AH
1850-06-01,24.141,1.352,Anhui,China,CN.AH
1850-07-01,27.036,1.237,Anhui,China,CN.AH
1850-08-01,26.494,2.33,Anhui,China,CN.AH
1850-09-01,21.939,1.037,Anhui,China,CN.AH
1850-10-01,16.476,1.98,Anhui,China,CN.AH
1850-11-01,8.962,1.556,Anhui,China,CN.AH
1850-12-01,4.130000000000001,2.349,Anhui,China,CN.AH
1851-01-01,2.8560000000000003,1.47,Anhui,China,CN.AH
1851-02-01,4.142,1.654,Anhui,China,CN.AH
1851-03-01,7.497999999999999,1.339,Anhui,China,CN.AH
1851-04-01,13.061,2.247,Anhui,China,CN.AH
1851-05-01,19.191,1.055,Anhui,China,CN.AH
1851-06-01,24.451,1.76,Anhui,China,CN.AH
1851-07-01,27.444000000000003,1.64,Anhui,China,CN.AH
1851-08-01,26.4,1.5519999999999998,Anhui,China,CN.AH
1851-09-01,21.19,1.013,Anhui,China,CN.AH
1851-10-01,14.704,2.501,Anhui,China,CN.AH
1851-11-01,9.866,1.756,Anhui,China,CN.AH
1851-12-01,3.839,2.854,Anhui,China,CN.AH
1852-01-01,1.7239999999999998,2.337,Anhui,China,CN.AH
1852-02-01,2.167,1.681,Anhui,China,CN.AH
1852-03-01,7.05,1.336,Anhui,China,CN.AH
1852-04-01,13.691,1.4680000000000002,Anhui,China,CN.AH
1852-05-01,20.341,1.296,Anhui,China,CN.AH
1852-06-01,25.485,1.75,Anhui,China,CN.AH
1852-07-01,28.6,1.493,Anhui,China,CN.AH
1852-08-01,26.306,1.212,Anhui,China,CN.AH
1852-09-01,21.269,1.2990000000000002,Anhui,China,CN.AH
1852-10-01,16.723,1.238,Anhui,China,CN.AH
1852-11-01,9.532,1.824,Anhui,China,CN.AH
1852-12-01,3.4520000000000004,2.442,Anhui,China,CN.AH
1853-01-01,0.9549999999999998,1.737,Anhui,China,CN.AH
1853-02-01,2.526,1.6,Anhui,China,CN.AH
1853-03-01,9.278,1.556,Anhui,China,CN.AH
1853-04-01,14.358,1.112,Anhui,China,CN.AH
1853-05-01,20.077,0.845,Anhui,China,CN.AH
1853-06-01,25.145,0.7020000000000001,Anhui,China,CN.AH
1853-07-01,28.906,1.109,Anhui,China,CN.AH
1853-08-01,26.344,2.232,Anhui,China,CN.AH
1853-09-01,23.02,1.009,Anhui,China,CN.AH
1853-10-01,15.806,1.925,Anhui,China,CN.AH
1853-11-01,10.693,1.7480000000000002,Anhui,China,CN.AH
1853-12-01,3.8090000000000006,1.828,Anhui,China,CN.AH
1854-01-01,3.002,2.865,Anhui,China,CN.AH
1854-02-01,1.876,2.528,Anhui,China,CN.AH
1854-03-01,8.852,1.321,Anhui,China,CN.AH
1854-04-01,14.359000000000002,1.108,Anhui,China,CN.AH
1854-05-01,21.085,0.957,Anhui,China,CN.AH
1854-06-01,24.857,1.618,Anhui,China,CN.AH
1854-07-01,28.792,1.11,Anhui,China,CN.AH
1854-08-01,27.351,1.068,Anhui,China,CN.AH
1854-09-01,22.071,1.11,Anhui,China,CN.AH
1854-10-01,16.262,2.412,Anhui,China,CN.AH
1854-11-01,9.951,1.29,Anhui,China,CN.AH
1854-12-01,4.32,2.356,Anhui,China,CN.AH
1855-01-01,-0.0500000000000002,1.3219999999999998,Anhui,China,CN.AH
1855-02-01,3.842,2.395,Anhui,China,CN.AH
1855-03-01,8.908,1.131,Anhui,China,CN.AH
1855-04-01,15.579,1.349,Anhui,China,CN.AH
1855-05-01,21.083,1.239,Anhui,China,CN.AH
1855-06-01,24.54,1.069,Anhui,China,CN.AH
1855-07-01,28.01,0.877,Anhui,China,CN.AH
1855-08-01,26.501,0.762,Anhui,China,CN.AH
1855-09-01,22.082,0.8170000000000001,Anhui,China,CN.AH
1855-10-01,15.857,1.4380000000000002,Anhui,China,CN.AH
1855-11-01,9.463,1.213,Anhui,China,CN.AH
1855-12-01,4.921,2.1590000000000003,Anhui,China,CN.AH
1856-01-01,-0.1380000000000003,2.619,Anhui,China,CN.AH
1856-02-01,1.941,1.335,Anhui,China,CN.AH
1856-03-01,8.731,1.079,Anhui,China,CN.AH
1856-04-01,14.785,1.189,Anhui,China,CN.AH
1856-05-01,20.226,1.906,Anhui,China,CN.AH
1856-06-01,24.556,1.74,Anhui,China,CN.AH
1856-07-01,27.886,1.735,Anhui,China,CN.AH
1856-08-01,26.826,2.424,Anhui,China,CN.AH
1856-09-01,22.531,2.033,Anhui,China,CN.AH
1856-10-01,15.493,1.233,Anhui,China,CN.AH
1856-11-01,9.794,2.007,Anhui,China,CN.AH
1856-12-01,4.346,1.296,Anhui,China,CN.AH
1857-01-01,1.3279999999999998,1.645,Anhui,China,CN.AH
1857-02-01,4.68,2.645,Anhui,China,CN.AH
1857-03-01,9.305,1.5730000000000002,Anhui,China,CN.AH
1857-04-01,15.385000000000002,2.2030000000000003,Anhui,China,CN.AH
1857-05-01,19.448,1.162,Anhui,China,CN.AH
1857-06-01,24.639,1.914,Anhui,China,CN.AH
1857-07-01,27.87,1.6369999999999998,Anhui,China,CN.AH
1857-08-01,26.232,1.486,Anhui,China,CN.AH
1857-09-01,21.531,0.962,Anhui,China,CN.AH
1857-10-01,16.149,1.652,Anhui,China,CN.AH
1857-11-01,9.204,1.274,Anhui,China,CN.AH
1857-12-01,4.94,1.586,Anhui,China,CN.AH
1858-01-01,2.505,2.018,Anhui,China,CN.AH
1858-02-01,4.085,1.641,Anhui,China,CN.AH
1858-03-01,8.673,1.297,Anhui,China,CN.AH
1858-04-01,14.8,1.758,Anhui,China,CN.AH
1858-05-01,19.433,1.388,Anhui,China,CN.AH
1858-06-01,24.319000000000003,1.3430000000000002,Anhui,China,CN.AH
1858-07-01,27.271,1.386,Anhui,China,CN.AH
1858-08-01,25.486,2.121,Anhui,China,CN.AH
1858-09-01,22.204,1.354,Anhui,China,CN.AH
1858-10-01,15.827,1.442,Anhui,China,CN.AH
1858-11-01,9.351,1.429,Anhui,China,CN.AH
1858-12-01,4.034000000000002,1.318,Anhui,China,CN.AH
1859-01-01,1.767,1.177,Anhui,China,CN.AH
1859-02-01,3.4210000000000003,1.267,Anhui,China,CN.AH
1859-03-01,8.234,0.89,Anhui,China,CN.AH
1859-04-01,16.255000000000006,1.649,Anhui,China,CN.AH
1859-05-01,21.072,0.87,Anhui,China,CN.AH
1859-06-01,25.323,1.006,Anhui,China,CN.AH
1859-07-01,27.195,1.005,Anhui,China,CN.AH
1859-08-01,26.803,1.0490000000000002,Anhui,China,CN.AH
1859-09-01,22.004,0.931,Anhui,China,CN.AH
1859-10-01,16.221,1.332,Anhui,China,CN.AH
1859-11-01,9.098,1.854,Anhui,China,CN.AH
1859-12-01,3.138000000000001,2.707,Anhui,China,CN.AH
1860-01-01,1.3179999999999998,1.625,Anhui,China,CN.AH
1860-02-01,4.302,1.633,Anhui,China,CN.AH
1860-03-01,6.931,2.486,Anhui,China,CN.AH
1860-04-01,14.421,1.1840000000000002,Anhui,China,CN.AH
1860-05-01,18.479,1.317,Anhui,China,CN.AH
1860-06-01,24.324,0.929,Anhui,China,CN.AH
1860-07-01,26.298,1.729,Anhui,China,CN.AH
1860-08-01,26.579,1.077,Anhui,China,CN.AH
1860-09-01,22.535,1.642,Anhui,China,CN.AH
1860-10-01,14.986,1.4409999999999998,Anhui,China,CN.AH
1860-11-01,7.9929999999999986,1.4980000000000002,Anhui,China,CN.AH
1860-12-01,4.3660000000000005,1.6569999999999998,Anhui,China,CN.AH
1861-01-01,0.1639999999999999,1.811,Anhui,China,CN.AH
1861-02-01,1.879,0.863,Anhui,China,CN.AH
1861-03-01,8.207,0.945,Anhui,China,CN.AH
1861-04-01,15.254,1.348,Anhui,China,CN.AH
1861-05-01,19.302,1.954,Anhui,China,CN.AH
1861-06-01,24.677,1.216,Anhui,China,CN.AH
1861-07-01,28.155,1.946,Anhui,China,CN.AH
1861-08-01,27.063,1.577,Anhui,China,CN.AH
1861-09-01,20.918000000000003,1.168,Anhui,China,CN.AH
1861-10-01,15.921,0.972,Anhui,China,CN.AH
1861-11-01,9.847,1.607,Anhui,China,CN.AH
1861-12-01,3.3200000000000003,1.5519999999999998,Anhui,China,CN.AH
1862-01-01,-1.0630000000000002,2.562,Anhui,China,CN.AH
1862-02-01,1.5619999999999998,2.5610000000000004,Anhui,China,CN.AH
1862-03-01,6.942,1.822,Anhui,China,CN.AH
1862-04-01,13.901,1.617,Anhui,China,CN.AH
1862-05-01,20.423,1.848,Anhui,China,CN.AH
1862-06-01,24.761,1.464,Anhui,China,CN.AH
1862-07-01,27.504,1.5019999999999998,Anhui,China,CN.AH
1862-08-01,25.721,2.256,Anhui,China,CN.AH
1862-09-01,21.73,1.574,Anhui,China,CN.AH
1862-10-01,15.329999999999998,1.773,Anhui,China,CN.AH
1862-11-01,7.629,2.293,Anhui,China,CN.AH
1862-12-01,1.987,2.032,Anhui,China,CN.AH
1863-01-01,2.768,2.035,Anhui,China,CN.AH
1863-02-01,5.3020000000000005,2.983,Anhui,China,CN.AH
1863-03-01,8.732000000000001,1.235,Anhui,China,CN.AH
1863-04-01,13.101,3.193,Anhui,China,CN.AH
1863-05-01,19.058,2.329,Anhui,China,CN.AH
1863-06-01,24.509,1.7480000000000002,Anhui,China,CN.AH
1863-07-01,28.757,2.593,Anhui,China,CN.AH
1863-08-01,26.144,1.541,Anhui,China,CN.AH
1863-09-01,21.469,1.288,Anhui,China,CN.AH
1863-10-01,14.624,2.082,Anhui,China,CN.AH
1863-11-01,7.808999999999998,3.676,Anhui,China,CN.AH
1863-12-01,3.5380000000000003,1.977,Anhui,China,CN.AH
1864-01-01,0.139,2.855,Anhui,China,CN.AH
1864-02-01,2.62,2.495,Anhui,China,CN.AH
1864-03-01,6.769,3.5380000000000003,Anhui,China,CN.AH
1864-04-01,14.168,1.324,Anhui,China,CN.AH
1864-05-01,19.342,1.769,Anhui,China,CN.AH
1864-06-01,24.011,1.491,Anhui,China,CN.AH
1864-07-01,27.722,1.207,Anhui,China,CN.AH
1864-08-01,25.92,1.403,Anhui,China,CN.AH
1864-09-01,21.467,1.455,Anhui,China,CN.AH
1864-10-01,16.567999999999998,1.92,Anhui,China,CN.AH
1864-11-01,9.573,1.533,Anhui,China,CN.AH
1864-12-01,2.6640000000000006,1.262,Anhui,China,CN.AH
1865-01-01,2.968,1.721,Anhui,China,CN.AH
1865-02-01,3.751,3.199,Anhui,China,CN.AH
1865-03-01,8.189,1.79,Anhui,China,CN.AH
1865-04-01,15.017,2.895,Anhui,China,CN.AH
1865-05-01,20.322,1.821,Anhui,China,CN.AH
1865-06-01,24.849,1.6669999999999998,Anhui,China,CN.AH
1865-07-01,27.581,2.076,Anhui,China,CN.AH
1865-08-01,26.97,1.754,Anhui,China,CN.AH
1865-09-01,22.705,1.531,Anhui,China,CN.AH
1865-10-01,16.087,1.514,Anhui,China,CN.AH
1865-11-01,8.947000000000001,2.237,Anhui,China,CN.AH
1865-12-01,2.867,2.369,Anhui,China,CN.AH
1866-01-01,2.142,1.733,Anhui,China,CN.AH
1866-02-01,3.881,2.369,Anhui,China,CN.AH
1866-03-01,8.066,1.811,Anhui,China,CN.AH
1866-04-01,13.334,1.8,Anhui,China,CN.AH
1866-05-01,20.291,1.165,Anhui,China,CN.AH
1866-06-01,23.716,1.175,Anhui,China,CN.AH
1866-07-01,27.836,1.6230000000000002,Anhui,China,CN.AH
1866-08-01,27.773000000000003,1.888,Anhui,China,CN.AH
1866-09-01,21.64,1.019,Anhui,China,CN.AH
1866-10-01,16.058,0.983,Anhui,China,CN.AH
1866-11-01,9.367,1.702,Anhui,China,CN.AH
1866-12-01,4.8980000000000015,1.367,Anhui,China,CN.AH
1867-01-01,1.602,1.259,Anhui,China,CN.AH
1867-02-01,3.868,1.7380000000000002,Anhui,China,CN.AH
1867-03-01,9.648,2.036,Anhui,China,CN.AH
1867-04-01,15.372000000000002,1.591,Anhui,China,CN.AH
1867-05-01,20.072,1.074,Anhui,China,CN.AH
1867-06-01,24.998,1.169,Anhui,China,CN.AH
1867-07-01,27.886,2.061,Anhui,China,CN.AH
1867-08-01,26.361,1.6230000000000002,Anhui,China,CN.AH
1867-09-01,21.75,1.539,Anhui,China,CN.AH
1867-10-01,16.983,0.975,Anhui,China,CN.AH
1867-11-01,9.654,2.7510000000000003,Anhui,China,CN.AH
1867-12-01,5.517,1.4880000000000002,Anhui,China,CN.AH
1868-01-01,2.513,2.19,Anhui,China,CN.AH
1868-02-01,4.272,2.802,Anhui,China,CN.AH
1868-03-01,8.346,1.409,Anhui,China,CN.AH
1868-04-01,14.98,1.554,Anhui,China,CN.AH
1868-05-01,19.547,1.5659999999999998,Anhui,China,CN.AH
1868-06-01,24.141,1.254,Anhui,China,CN.AH
1868-07-01,27.935,1.067,Anhui,China,CN.AH
1868-08-01,26.636,1.307,Anhui,China,CN.AH
1868-09-01,22.306,1.2919999999999998,Anhui,China,CN.AH
1868-10-01,17.090999999999998,1.095,Anhui,China,CN.AH
1868-11-01,10.066,1.404,Anhui,China,CN.AH
1868-12-01,4.665,2.236,Anhui,China,CN.AH
1869-01-01,2.555,2.0780000000000003,Anhui,China,CN.AH
1869-02-01,5.035,1.777,Anhui,China,CN.AH
1869-03-01,8.517000000000001,1.638,Anhui,China,CN.AH
1869-04-01,14.031,1.634,Anhui,China,CN.AH
1869-05-01,21.046,1.4580000000000002,Anhui,China,CN.AH
1869-06-01,24.91,1.283,Anhui,China,CN.AH
1869-07-01,28.188,1.409,Anhui,China,CN.AH
1869-08-01,27.345,1.21,Anhui,China,CN.AH
1869-09-01,23.013,1.209,Anhui,China,CN.AH
1869-10-01,17.159000000000002,1.4880000000000002,Anhui,China,CN.AH
1869-11-01,9.431,1.4680000000000002,Anhui,China,CN.AH
1869-12-01,4.093,1.6740000000000002,Anhui,China,CN.AH
1870-01-01,1.6669999999999998,1.426,Anhui,China,CN.AH
1870-02-01,3.366,1.917,Anhui,China,CN.AH
1870-03-01,9.356,2.511,Anhui,China,CN.AH
1870-04-01,15.228000000000002,2.059,Anhui,China,CN.AH
1870-05-01,20.855,1.558,Anhui,China,CN.AH
1870-06-01,25.229,1.711,Anhui,China,CN.AH
1870-07-01,27.871,1.514,Anhui,China,CN.AH
1870-08-01,26.804,1.304,Anhui,China,CN.AH
1870-09-01,22.801,1.821,Anhui,China,CN.AH
1870-10-01,16.942999999999998,2.583,Anhui,China,CN.AH
1870-11-01,9.229,1.551,Anhui,China,CN.AH
1870-12-01,3.613,1.6880000000000002,Anhui,China,CN.AH
1871-01-01,1.951,1.854,Anhui,China,CN.AH
1871-02-01,3.648,2.043,Anhui,China,CN.AH
1871-03-01,9.693,1.938,Anhui,China,CN.AH
1871-04-01,15.394,1.409,Anhui,China,CN.AH
1871-05-01,21.217,2.42,Anhui,China,CN.AH
1871-06-01,25.513,1.789,Anhui,China,CN.AH
1871-07-01,28.445,1.595,Anhui,China,CN.AH
1871-08-01,27.508000000000003,1.509,Anhui,China,CN.AH
1871-09-01,23.274,2.575,Anhui,China,CN.AH
1871-10-01,17.573,2.02,Anhui,China,CN.AH
1871-11-01,9.39,1.131,Anhui,China,CN.AH
1871-12-01,2.0000000000000004,2.448,Anhui,China,CN.AH
1872-01-01,1.3859999999999997,3.402,Anhui,China,CN.AH
1872-02-01,2.219,1.254,Anhui,China,CN.AH
1872-03-01,9.002,1.571,Anhui,China,CN.AH
1872-04-01,15.867,1.8,Anhui,China,CN.AH
1872-05-01,20.907,1.0590000000000002,Anhui,China,CN.AH
1872-06-01,23.83,1.9,Anhui,China,CN.AH
1872-07-01,28.945,2.881,Anhui,China,CN.AH
1872-08-01,27.105,2.114,Anhui,China,CN.AH
1872-09-01,22.421,0.841,Anhui,China,CN.AH
1872-10-01,16.454,0.672,Anhui,China,CN.AH
1872-11-01,9.928,1.226,Anhui,China,CN.AH
1872-12-01,6.266,2.327,Anhui,China,CN.AH
1873-01-01,0.6619999999999997,2.281,Anhui,China,CN.AH
1873-02-01,3.811,1.163,Anhui,China,CN.AH
1873-03-01,7.848,1.026,Anhui,China,CN.AH
1873-04-01,16.174,3.1180000000000003,Anhui,China,CN.AH
1873-05-01,20.576,2.192,Anhui,China,CN.AH
1873-06-01,24.087,1.348,Anhui,China,CN.AH
1873-07-01,27.842,1.6569999999999998,Anhui,China,CN.AH
1873-08-01,26.109,0.732,Anhui,China,CN.AH
1873-09-01,22.573,1.19,Anhui,China,CN.AH
1873-10-01,15.864999999999998,0.943,Anhui,China,CN.AH
1873-11-01,10.461,1.301,Anhui,China,CN.AH
1873-12-01,5.484,1.798,Anhui,China,CN.AH
1874-01-01,0.1599999999999999,2.023,Anhui,China,CN.AH
1874-02-01,3.807,1.095,Anhui,China,CN.AH
1874-03-01,7.655,1.92,Anhui,China,CN.AH
1874-04-01,15.558000000000002,1.459,Anhui,China,CN.AH
1874-05-01,19.809,1.03,Anhui,China,CN.AH
1874-06-01,25.997,1.36,Anhui,China,CN.AH
1874-07-01,27.268,2.016,Anhui,China,CN.AH
1874-08-01,26.97300000000001,0.784,Anhui,China,CN.AH
1874-09-01,22.863000000000003,0.807,Anhui,China,CN.AH
1874-10-01,16.895,1.208,Anhui,China,CN.AH
1874-11-01,8.744,1.692,Anhui,China,CN.AH
1874-12-01,5.053000000000001,1.198,Anhui,China,CN.AH
1875-01-01,0.974,1.051,Anhui,China,CN.AH
1875-02-01,4.420999999999999,1.259,Anhui,China,CN.AH
1875-03-01,9.797,1.314,Anhui,China,CN.AH
1875-04-01,13.915,1.017,Anhui,China,CN.AH
1875-05-01,21.398000000000003,1.464,Anhui,China,CN.AH
1875-06-01,24.522,1.671,Anhui,China,CN.AH
1875-07-01,27.747,0.992,Anhui,China,CN.AH
1875-08-01,27.195,1.091,Anhui,China,CN.AH
1875-09-01,21.794,0.99,Anhui,China,CN.AH
1875-10-01,16.116,0.836,Anhui,China,CN.AH
1875-11-01,9.3,1.274,Anhui,China,CN.AH
1875-12-01,1.9100000000000008,2.105,Anhui,China,CN.AH
1876-01-01,0.1029999999999999,1.914,Anhui,China,CN.AH
1876-02-01,4.170999999999999,1.3019999999999998,Anhui,China,CN.AH
1876-03-01,8.814,2.388,Anhui,China,CN.AH
1876-04-01,15.169,1.414,Anhui,China,CN.AH
1876-05-01,20.976,2.232,Anhui,China,CN.AH
1876-06-01,24.27,1.537,Anhui,China,CN.AH
1876-07-01,27.361,1.082,Anhui,China,CN.AH
1876-08-01,26.949,0.747,Anhui,China,CN.AH
1876-09-01,22.13,0.909,Anhui,China,CN.AH
1876-10-01,16.928,1.513,Anhui,China,CN.AH
1876-11-01,9.084,1.55,Anhui,China,CN.AH
1876-12-01,4.489000000000001,3.378,Anhui,China,CN.AH
1877-01-01,1.307,1.906,Anhui,China,CN.AH
1877-02-01,2.046,1.7280000000000002,Anhui,China,CN.AH
1877-03-01,8.363,1.6980000000000002,Anhui,China,CN.AH
1877-04-01,15.809,2.082,Anhui,China,CN.AH
1877-05-01,19.975,0.951,Anhui,China,CN.AH
1877-06-01,24.905,1.924,Anhui,China,CN.AH
1877-07-01,27.488000000000003,1.37,Anhui,China,CN.AH
1877-08-01,25.985,2.447,Anhui,China,CN.AH
1877-09-01,22.431,0.848,Anhui,China,CN.AH
1877-10-01,15.066,2.543,Anhui,China,CN.AH
1877-11-01,9.816999999999998,2.447,Anhui,China,CN.AH
1877-12-01,3.8370000000000006,3.508,Anhui,China,CN.AH
1878-01-01,-0.9089999999999998,3.304,Anhui,China,CN.AH
1878-02-01,2.511,2.081,Anhui,China,CN.AH
1878-03-01,9.698,1.507,Anhui,China,CN.AH
1878-04-01,15.22,1.5530000000000002,Anhui,China,CN.AH
1878-05-01,19.958,1.618,Anhui,China,CN.AH
1878-06-01,24.154,1.779,Anhui,China,CN.AH
1878-07-01,27.958,1.234,Anhui,China,CN.AH
1878-08-01,26.42,1.4680000000000002,Anhui,China,CN.AH
1878-09-01,22.991,1.638,Anhui,China,CN.AH
1878-10-01,16.675,1.567,Anhui,China,CN.AH
1878-11-01,10.043,1.147,Anhui,China,CN.AH
1878-12-01,3.2990000000000004,1.401,Anhui,China,CN.AH
1879-01-01,1.7319999999999998,0.856,Anhui,China,CN.AH
1879-02-01,4.6610000000000005,1.1740000000000002,Anhui,China,CN.AH
1879-03-01,7.792000000000001,0.836,Anhui,China,CN.AH
1879-04-01,13.988,1.163,Anhui,China,CN.AH
1879-05-01,20.653,1.162,Anhui,China,CN.AH
1879-06-01,24.89,0.991,Anhui,China,CN.AH
1879-07-01,28.396,2.001,Anhui,China,CN.AH
1879-08-01,27.913,1.675,Anhui,China,CN.AH
1879-09-01,22.786,0.843,Anhui,China,CN.AH
1879-10-01,16.166999999999998,1.147,Anhui,China,CN.AH
1879-11-01,10.999,1.554,Anhui,China,CN.AH
1879-12-01,4.1850000000000005,1.132,Anhui,China,CN.AH
1880-01-01,0.5680000000000001,1.196,Anhui,China,CN.AH
1880-02-01,3.248,1.68,Anhui,China,CN.AH
1880-03-01,8.997,1.129,Anhui,China,CN.AH
1880-04-01,14.217,0.7959999999999999,Anhui,China,CN.AH
